index,rho,phi,left,right,mean,flags,left_cell,right_cell
41903,2.3575427490286529,1.5151733674982337,0,0,0,0,4294967295,4294967295
41904,0.71212603664025664,2.3315555462585746,0,0,0,0,4294967295,4294967295
41905,1.1857075556181371,1.1613536583328623,0.53504276275634766,0.40659341216087341,0.47081810235977173,7,40554,40853
41906,3.9889801465906203,6.2032779823759103,0,0,0,0,4294967295,4294967295
41907,2.8220921545289457,4.8629477816830926,0,0,0,0,4294967295,4294967295
41908,2.434045406524092,0.347740226124786,0.55335777997970581,0.87716728448867798,0.71526253223419189,7,79906,80349
41909,0.16446835501119494,5.3483010564237192,0,0,0,0,4294967295,4294967295
41910,2.7360210963524878,0.97346315454491905,0.81880342960357666,0.74505496025085449,0.78192919492721558,7,90714,91045
41911,2.5919737336225808,4.029794522808519,0,0,0,0,4294967295,4294967295
41912,0.11823156708851457,2.8843726282575668,0,0,0,0,4294967295,4294967295
41913,0.25697424309328198,0.8381563414216151,0.24200244247913361,0.31233212351799011,0.27716729044914246,7,9294,9649
41914,0.74828574201092124,1.413726621331201,0,0,0,0,4294967295,4294967295
41915,2.7929791468195617,5.6328835563699862,0.86275947093963623,0.71379733085632324,0.78827840089797974,7,92104,91703
41916,1.9990896140225232,5.0627614935262244,0.57338219881057739,0.69841271638870239,0.63589745759963989,7,67478,67177
41917,3.6339576044119895,4.8230025694618099,0,0,0,0,4294967295,4294967295
41918,2.0305998413823545,1.9323679737624502,0,0,0,0,4294967295,4294967295
41919,1.4313330720178783,0.72073383055414308,0.45982906222343445,0,0,1,47172,47547
41920,1.7902686293236911,4.873494098556665,0,0,0,0,4294967295,4294967295
41921,0.51681133126839995,1.5798832797486755,0,0,0,0,4294967295,4294967295
41922,2.0172698809765279,1.6735591147974971,0,0,0,0,4294967295,4294967295
41923,0.57024837424978614,4.5836732868822594,0,0,0,0,4294967295,4294967295
41924,0.43066868418827653,2.7691493031207219,0,0,0,0,4294967295,4294967295
41925,3.7465476696379483,0.34261429283766104,0.82002443075180054,0.14358974993228912,0.48180708289146423,7,122914,123357
41926,0.8005263046361506,3.0357180106173711,0,0,0,0,4294967295,4294967295
41927,1.5754843247123063,5.5788784667040874,0.60659343004226685,0.47472527623176575,0.54065936803817749,7,52163,51772
41928,2.1656489460729063,5.9254720700731482,0.82857143878936768,0.48766788840293884,0.65811967849731445,7,71138,70685
41929,1.9411636753939092,5.8080883587189742,0.76532357931137085,0,0,1,63959,63528
41930,2.2254163050092757,4.8569034430549847,0,0,0,0,4294967295,4294967295
41931,2.9151239502243698,3.4400185037443052,0,0,0,0,4294967295,4294967295
41932,3.5926247709430754,5.2092686503087986,0.91452991962432861,0.99853479862213135,0.95653235912322998,7,119202,118877
41933,0.45619934191927314,0.92418092912527317,0.34847375750541687,0.28840050101280212,0.3184371292591095,7,15958,16297
41934,0.51843672292307019,4.489476341395668,0,0,0,0,4294967295,4294967295
41935,1.539528030436486,0.039376054433576071,0.3213675320148468,0.74090355634689331,0.53113555908203125,7,50182,50681
41936,1.0613548238761723,3.1681024459204798,0,0,0,0,4294967295,4294967295
41937,2.5036147530190647,1.3373373153414156,0,0,0,0,4294967295,4294967295
41938,1.4918950232677162,6.1882876875699626,0.7330891489982605,0.31013432145118713,0.52161175012588501,7,49146,48645
41939,0.84098741738125682,3.5536195902455421,0,0,0,0,4294967295,4294967295
