lane,word,q
765,0,1
766,0,0
767,27395232,0
768,0,0
769,1333794818,1
770,0,0
771,1141399619,1
772,2147910528,1
773,639176898,1
774,0,0
775,0,0
776,0,0
777,0,1
778,268764817,0
779,0,1
780,0,1
781,0,1
782,0,0
783,0,0
784,3825603074,0
785,285212695,1
786,0,0
787,0,1
788,0,1
789,0,1
790,140003492,0
791,1149239376,0
792,0,0
793,0,1
794,0,0
795,0,1
796,2751594592,1
797,0,1
798,0,0
799,1461780608,0
800,0,0
801,1612779553,1
802,5792309,0
803,0,1
804,0,1
805,1110130705,1
806,1082261658,0
807,0,0
808,203007396,0
809,0,1
810,0,0
811,2099219,1
812,0,1
813,0,1
814,0,0
815,0,0
816,0,0
817,608174465,1
818,0,0
819,2221738261,1
820,1352533076,1
821,0,1
822,1093402641,0
823,2181199565,0
824,692097305,0
825,0,1
826,0,0
827,0,1
828,2827034721,1
829,0,1
830,1351688416,0
831,0,0
832,0,0
833,0,1
834,0,0
835,268487104,1
836,0,1
837,402691649,1
838,0,0
839,0,0
840,0,0
841,213942784,1
842,0,0
843,0,1
844,0,1
845,0,1
846,0,0
847,0,0
848,0,0
849,0,1
850,0,0
851,0,1
852,4522016,1
853,0,1
854,0,0
855,0,0
856,276915072,0
857,0,1
858,0,0
859,0,1
860,0,1
861,0,1
862,0,0
863,4326025,0
864,0,0
865,0,1
866,2285690128,0
867,0,1
868,0,1
869,0,1
870,34639430,0
871,0,0
872,0,0
873,1242038281,1
874,0,0
875,84214112,1
876,1361183332,1
877,0,1
878,0,0
879,94177280,0
880,0,0
881,0,1
882,2763032705,0
883,153133248,1
884,0,1
885,0,1
886,1116520450,0
887,0,0
888,0,0
889,0,1
890,0,0
891,2257223842,1
892,0,1
893,0,1
894,20526,0
895,2281964292,0
896,3227003300,0
897,0,1
898,555304960,0
899,0,1
900,2176974864,1
901,3254779972,1
902,134745108,0
903,2828060164,0
904,2760386577,0
905,0,1
906,0,0
907,823233666,1
908,0,1
909,0,1
910,0,0
911,0,0
912,1124544,0
913,0,1
914,0,0
915,0,1
916,0,1
917,1690569440,1
918,2429110392,0
919,2352243871,0
920,0,0
921,0,1
922,0,0
923,0,1
924,2216002060,1
925,1077936641,1
926,0,0
927,3793748358,0
928,0,0
929,0,1
930,0,0
931,0,1
932,0,1
933,167969,1
934,0,0
935,0,0
936,0,0
937,0,1
938,0,0
939,1647355242,1
940,1920257,1
941,2148148560,1
942,405342210,0
943,0,0
944,0,0
945,209982948,1
946,0,0
947,812593328,1
948,0,1
949,0,1
950,1480638496,0
951,0,0
952,0,0
953,2416076546,1
954,82314464,0
955,0,1
956,0,1
957,6359426,1
958,0,0
959,0,0
960,9831443,0
961,0,1
962,319299601,0
963,877142180,1
964,0,1
965,2151686144,1
966,0,0
967,0,0
968,0,0
969,0,1
970,0,0
971,204755202,1
972,0,1
973,0,1
974,0,0
975,874802775,0
976,0,0
977,591401537,1
978,0,0
979,0,1
980,0,1
981,1216583682,1
982,0,0
983,0,0
984,0,0
985,604309830,1
986,109084820,0
987,0,1
988,0,1
989,0,1
990,0,0
991,0,0
992,0,0
993,0,1
994,0,0
995,0,1
996,218120258,1
997,0,1
998,0,0
999,0,0
1000,0,0
